epoch,loss,val_loss
0,0.18956378698349,0.15275241434574127
1,0.12510358169674873,0.12521329522132874
2,0.08615569695830345,0.13062521815299988
3,0.0681904137134552,0.12006890773773193
4,0.05613402836024761,0.11454179883003235
5,0.04668918326497078,0.11830343306064606
6,0.040761174820363524,0.12935273349285126
7,0.027111939527094363,0.13683545589447021
8,0.01994917877018452,0.14304539561271667
9,0.012519865669310093,0.14183968305587769
